Algorithm1
20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,80,80,80,160,160,160,160,160,160,160,160,160,160,200,200,200,200,200,200,200,200,200,200,350,350,350,350,350,350,350,350,350,350,500,500,500,500,500,500,500,500,500,500,650,650,650,650,650,650,650,650,650,650,800,800,800,800,800,800,800,800,800,800,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
0.0001980787388644854,0.00018576296235477645,0.00018114454616363564,0.00017909191674535078,0.00018371033293649165,0.00022065766246561836,0.00018217086087277817,0.00018011823145449332,0.00018371033293649187,0.00018063138880906448,0.0008015517878402234,0.0007974465290036541,0.000863643827743339,0.0008097623055133623,0.0007989860010673673,0.0012988012644197218,0.0009688410854304351,0.0008877622234081863,0.001302393365901721,0.0012310644936163236,0.005516441561640462,0.004018022086292542,0.004042140481957387,0.003995956320045981,0.004003653680364545,0.00395746951845314,0.00400416683771912,0.003999035264173403,0.004028798390738532,0.003995443162691403,0.03588765959193727,0.048750974998973684,0.031374953815838075,0.034795660741409745,0.02807637834065438,0.028728088180959843,0.02609559095200953,0.02485990804220206,0.031047046266267087,0.026777063918880073,0.045422636397224825,0.045938359538568896,0.039131840387536476,0.04542776797077064,0.0431011125251447,0.04575567552034154,0.0424668500348947,0.03877981444230061,0.04538876801182312,0.04008682622439341,0.19000523420501658,0.19825526499445778,0.19162732460281617,0.1812081776756025,0.18215700562420456,0.18664097458844786,0.19326121761977078,0.18742507902623284,0.18506660782462347,0.17581797282318634,0.48343887269592356,0.481695677162445,0.4723859764358145,0.48995545794162343,0.4925587052013629,0.5063108091465169,0.479808797569687,0.49014840510694135,0.48063857301202795,0.4994452768997082,1.0125995525267868,1.0183186912434827,1.023316330719652,1.0118621454082675,1.0125651709840309,1.0126082762018154,1.0244688821380183,1.0004089864115944,1.0115511720513979,1.0029024179974542,1.8449597684634007,1.8600902130629322,1.8567500718420291,1.837021737345541,1.8210594646742493,1.8328625969867396,1.876444537953116,1.906947124266182,1.8536854961205336,1.840371628556177,3.5494375795393864,3.585757830781226,3.5866435403752206,3.5638968143191434,3.549249763947614,3.5589930826388567,3.524590500431053,3.565820641241423,3.5173826922287503,3.55429358758569
Algorithm2
20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,80,80,80,160,160,160,160,160,160,160,160,160,160,200,200,200,200,200,200,200,200,200,200,350,350,350,350,350,350,350,350,350,350,500,500,500,500,500,500,500,500,500,500,650,650,650,650,650,650,650,650,650,650,800,800,800,800,800,800,800,800,800,800,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
7.902623259781194e-05,8.107886201003112e-05,7.081571493472438e-05,6.97894002286148e-05,6.927624286845457e-05,7.030255757456416e-05,7.338150169289293e-05,7.13288722948846e-05,6.978940021440394e-05,7.081571493472438e-05,0.0002350260683954275,0.0003114865142350709,0.00023707869780764668,0.0002391313272340767,0.00023656554044748646,0.00023913132721986585,0.00022938133749050849,0.00024067079930034652,0.0002416971140064561,0.00024118395664629588,0.0008954595837309398,0.0008944332690248302,0.001093025165232575,0.0009021306293419684,0.000906749045526567,0.0008939201116504591,0.0008990516852094288,0.0009093148322989464,0.0009077753602468874,0.000903156944048078,0.003447904265357238,0.003409930621131707,0.0034899831684356286,0.0033483517385803907,0.0033237201855627063,0.003380167494555053,0.0034124964079040865,0.003369391190119586,0.003398641159321869,0.0033534833121251495,0.005323494396321848,0.005242928691657767,0.005218297138625871,0.005212139250389214,0.005489757379194771,0.005286547066802427,0.0076090972535780566,0.00518237612381256,0.005223428712184841,0.005234718173980468,0.016864916457990375,0.01693265322877835,0.016808469148969607,0.020136294593370963,0.01787327065970601,0.01894730900282582,0.017257481834221267,0.01924955868467748,0.01702861365409092,0.017530994704216596,0.03709460568988732,0.0384765384457495,0.0357701465577378,0.036481895808535114,0.04021511556304347,0.046703477154238726,0.03693142165113272,0.039379182232437415,0.036157580360438146,0.03649934315858161,0.06240711851881997,0.0650467999507498,0.06580524652078168,0.07427747444475585,0.07052064945195013,0.09353421733240452,0.06456905045364181,0.06438636643540008,0.06485898435896331,0.06548195738741924,0.10047005213678517,0.09850106736730879,0.09609384621700201,0.09823114659879195,0.09433782174966154,0.09447432160598623,0.0945584794121146,0.09764101564104521,0.09674145079846141,0.09783704175048058,0.162464078985181,0.15414785089700445,0.14977164497722129,0.14991789482327533,0.14841639640380322,0.15027659181410513,0.1540749825526575,0.15308202307154772,0.14938729011863927,0.15168726138182365
Algorithm3
20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,80,80,80,160,160,160,160,160,160,160,160,160,160,320,320,320,320,320,320,320,320,320,320,640,640,640,640,640,640,640,640,640,640,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,5120,5120,5120,5120,5120,5120,5120,5120,5120,5120,10240,10240,10240,10240,10240,10240,10240,10240,10240,10240
0.0001282893386331807,0.00011494724742533435,0.00011392093270501391,0.00011494724742533435,0.00011238146065295496,0.00011186830329279474,0.00011340777535906454,0.00011238146065295496,0.00011853934890382334,0.00011392093271922477,0.0002334865963291577,0.0002324602816230481,0.00023297343896899747,0.00023194712427709874,0.0002309208095567783,0.0002334865963291577,0.00023040765221082893,0.00023040765219661807,0.0002401576419401863,0.00023040765219661807,0.0004803152838803726,0.0004782626544681534,0.0004787758118141028,0.000479288969174263,0.0004782626544681534,0.00047415739561529335,0.0004762100250417234,0.0004787758118141028,0.0004839073853588616,0.0004767231824018836,0.0009852621207784296,0.0009801305472336708,0.000989880536977239,0.0009888542222569185,0.0009944989531618376,0.0010719857136933797,0.0010104068311562742,0.0009837226487121598,0.0009852621207642187,0.0009934726384415171,0.002110103041999878,0.0021296030214728034,0.0020690504536418075,0.00205519520505959,0.002058274149177919,0.0020669978242011666,0.0021460240568274003,0.002097274108137981,0.0020618662506706187,0.002078800443356954,0.0043654296153476935,0.004442403218533286,0.004417258508155442,0.004396732213962196,0.004400837472800845,0.00437825854919538,0.004427521655244959,0.004363890143281424,0.004399298000734575,0.004482429492171036,0.009059279937602582,0.00911572724660914,0.009317398086949424,0.009097766739188273,0.009028490496319819,0.009094687795055734,0.009075700972942968,0.009100332525960653,0.009053635206697663,0.009274806026525084,0.019268545506804458,0.019129479863707388,0.019153085102018963,0.019130506178413498,0.01885340120693968,0.018974506342630093,0.018773861816981707,0.01899092737797048,0.01871536187856293,0.018844164374570482,0.045370294347065965,0.04275781025494041,0.03932889281169594,0.03986103698838406,0.04029978652653199,0.040409602200412564,0.03979791863376647,0.039378155917731306,0.03883369596454145,0.0404291021798997,0.0877781312861714,0.0799073237817538,0.07993452112155808,0.08079200706103506,0.08576244919743203,0.08074787552854445,0.08026550761525186,0.08032400755367064,0.08005049468370373,0.07974927131655818
Algorithm4
20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,80,80,80,160,160,160,160,160,160,160,160,160,160,320,320,320,320,320,320,320,320,320,320,640,640,640,640,640,640,640,640,640,640,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,2560,2560,2560,2560,2560,2560,2560,2560,2560,2560,5120,5120,5120,5120,5120,5120,5120,5120,5120,5120,10240,10240,10240,10240,10240,10240,10240,10240,10240,10240
